,Unnamed: 0,Unnamed: 0.1,id,tweet,tweet_sentence,len_sentence,username,date,nlikes,tweet_word,len_word,POS,NEG,NEU,target
3157,3157,3157,1.2433557989750415e+18,"Todos cumplimos un rol para enfrentar el #COVID19. Hoy estuve con decanos de los colegios profesionales de la salud, quienes ratificaron su total compromiso por garantizar un esfuerzo articulado por el bienestar de los peruanos.  https://t.co/ptFCUrO9kI",Todos cumplimos un rol para enfrentar el#COVID19.,3,victorzamora,2020-03-26 20:54:57,725.0,"['Todos', 'cumplimos', 'un', 'rol', 'para', 'enfrentar', 'el', '#', 'COVID19', '.']",10,0.4942753612995147,0.0141754802316427,0.4915491044521332,POS
3158,3158,3158,1.2433557989750415e+18,"Todos cumplimos un rol para enfrentar el #COVID19. Hoy estuve con decanos de los colegios profesionales de la salud, quienes ratificaron su total compromiso por garantizar un esfuerzo articulado por el bienestar de los peruanos.  https://t.co/ptFCUrO9kI","Hoy estuve con decanos de los colegios profesionales de la salud, quienes ratificaron su total compromiso por garantizar un esfuerzo articulado por el bienestar de los peruanos.",3,victorzamora,2020-03-26 20:54:57,725.0,"['Hoy', 'estuve', 'con', 'decanos', 'de', 'los', 'colegios', 'profesionales', 'de', 'la', 'salud', ',', 'quienes', 'ratificaron', 'su', 'total', 'compromiso', 'por', 'garantizar', 'un', 'esfuerzo', 'articulado', 'por', 'el', 'bienestar', 'de', 'los', 'peruanos', '.']",29,0.4942753612995147,0.0141754802316427,0.4915491044521332,POS
3159,3159,3159,1.2432895792615465e+18,"La ampliación del #EstadoDeEmergencia anunciada por el presidente Vizcarra, es una medida que se toma luego de una evaluación integral y que tiene como fin proteger y cuidar la vida de los peruanos. Seamos responsables y cumplamos las recomendaciones para evitar el #COVID19.","La ampliación del#EstadoDeEmergencia anunciada por el presidente Vizcarra, es una medida que se toma luego de una evaluación integral y que tiene como fin proteger y cuidar la vida de los peruanos.",2,victorzamora,2020-03-26 16:31:49,4107.0,"['La', 'ampliación', 'del', '#', 'EstadoDeEmergencia', 'anunciada', 'por', 'el', 'presidente', 'Vizcarra', ',', 'es', 'una', 'medida', 'que', 'se', 'toma', 'luego', 'de', 'una', 'evaluación', 'integral', 'y', 'que', 'tiene', 'como', 'fin', 'proteger', 'y', 'cuidar', 'la', 'vida', 'de', 'los', 'peruanos', '.']",36,0.0434937551617622,0.0132223833352327,0.9432838559150696,NEU
3160,3160,3160,1.2432895792615465e+18,"La ampliación del #EstadoDeEmergencia anunciada por el presidente Vizcarra, es una medida que se toma luego de una evaluación integral y que tiene como fin proteger y cuidar la vida de los peruanos. Seamos responsables y cumplamos las recomendaciones para evitar el #COVID19.",Seamos responsables y cumplamos las recomendaciones para evitar el#COVID19.,2,victorzamora,2020-03-26 16:31:49,4107.0,"['Seamos', 'responsables', 'y', 'cumplamos', 'las', 'recomendaciones', 'para', 'evitar', 'el', '#', 'COVID19', '.']",12,0.0434937551617622,0.0132223833352327,0.9432838559150696,NEU
3164,3164,3164,1.2552910415377572e+18,"Esta una muestra más del alto compromiso de este gobierno por no desmayar en los esfuerzos para vencer el virus. Está en nosotros mantener viva la actitud, entrega y vocación por todos nuestros pacientes a nivel nacional. #LaSaludNosUne  https://t.co/FEroqKaPeF",Esta una muestra más del alto compromiso de este gobierno por no desmayar en los esfuerzos para vencer el virus.,2,victorzamora,2020-04-28 19:21:21,526.0,"['Esta', 'una', 'muestra', 'más', 'del', 'alto', 'compromiso', 'de', 'este', 'gobierno', 'por', 'no', 'desmayar', 'en', 'los', 'esfuerzos', 'para', 'vencer', 'el', 'virus', '.']",21,0.8364020586013794,0.005401324480772,0.1581966429948806,POS
3166,3166,3166,1.255216440845783e+18,La visita domiciliaria no es al azar. Los hogares a ser visitados se identifican luego de recibir una llamada a través del 113 o del aplicativo @PeruEnTusManos,La visita domiciliaria no es al azar.,2,victorzamora,2020-04-28 14:24:54,114.0,"['La', 'visita', 'domiciliaria', 'no', 'es', 'al', 'azar', '.']",8,0.0057182204909622,0.0017981763230636,0.9924835562705994,NEU
3167,3167,3167,1.255216440845783e+18,La visita domiciliaria no es al azar. Los hogares a ser visitados se identifican luego de recibir una llamada a través del 113 o del aplicativo @PeruEnTusManos,Los hogares a ser visitados se identifican luego de recibir una llamada a través del 113 o del aplicativo@PeruEnTusManos,2,victorzamora,2020-04-28 14:24:54,114.0,"['Los', 'hogares', 'a', 'ser', 'visitados', 'se', 'identifican', 'luego', 'de', 'recibir', 'una', 'llamada', 'a', 'través', 'del', '113', 'o', 'del', 'aplicativo', '@', 'PeruEnTusManos']",21,0.0057182204909622,0.0017981763230636,0.9924835562705994,NEU
3168,3168,3168,1.254801459474051e+18,"Hoy, visité a los 74 equipos de respuesta rápida de la DIRIS Lima Norte, quienes evalúan y toman la prueba rápida. Conversando con ellos, reconfirmé el trabajo intenso que realizan en tiempos difíciles. Para cada uno de ellos todo mi apoyo, respaldo y gratitud. #HéroesDeLaSalud  https://t.co/SyYEH2gkFI","Hoy, visité a los 74 equipos de respuesta rápida de la DIRIS Lima Norte, quienes evalúan y toman la prueba rápida.",3,victorzamora,2020-04-27 10:55:55,714.0,"['Hoy', ',', 'visité', 'a', 'los', '74', 'equipos', 'de', 'respuesta', 'rápida', 'de', 'la', 'DIRIS', 'Lima', 'Norte', ',', 'quienes', 'evalúan', 'y', 'toman', 'la', 'prueba', 'rápida', '.']",24,0.8551074266433716,0.0065449778921902,0.1383476555347442,POS
3169,3169,3169,1.254801459474051e+18,"Hoy, visité a los 74 equipos de respuesta rápida de la DIRIS Lima Norte, quienes evalúan y toman la prueba rápida. Conversando con ellos, reconfirmé el trabajo intenso que realizan en tiempos difíciles. Para cada uno de ellos todo mi apoyo, respaldo y gratitud. #HéroesDeLaSalud  https://t.co/SyYEH2gkFI","Conversando con ellos, reconfirmé el trabajo intenso que realizan en tiempos difíciles.",3,victorzamora,2020-04-27 10:55:55,714.0,"['Conversando', 'con', 'ellos', ',', 'reconfirmé', 'el', 'trabajo', 'intenso', 'que', 'realizan', 'en', 'tiempos', 'difíciles', '.']",14,0.8551074266433716,0.0065449778921902,0.1383476555347442,POS
3170,3170,3170,1.2539042755808993e+18,"En medio de toda la epidemia, nuestro personal de salud sigue esforzándose, demostrando su vocación de servicio y su compromiso con el bienestar de todos los peruanos. #LaSaludNosUne","En medio de toda la epidemia, nuestro personal de salud sigue esforzándose, demostrando su vocación de servicio y su compromiso con el bienestar de todos los peruanos#LaSaludNosUne",1,victorzamora,2020-04-24 23:30:50,245.0,"['En', 'medio', 'de', 'toda', 'la', 'epidemia', ',', 'nuestro', 'personal', 'de', 'salud', 'sigue', 'esforzándose', ',', 'demostrando', 'su', 'vocación', 'de', 'servicio', 'y', 'su', 'compromiso', 'con', 'el', 'bienestar', 'de', 'todos', 'los', 'peruanos', '#', 'LaSaludNosUne']",31,0.6849184036254883,0.0164859313517808,0.298595666885376,POS
3172,3172,3172,1.2539042631908434e+18,"Ellas, nativas de la comunidad nativa awajún de Yutupis, en la región Amazonas, nacieron en el Hospital Condorcanqui. Ante la necesidad de una intervención compleja, el @SamuPeruMinsa se puso a su disposición y coordinó con el @sis_peru su traslado a Lima.  https://t.co/ZW9l1pMEC5","Ellas, nativas de la comunidad nativa awajún de Yutupis, en la región Amazonas, nacieron en el Hospital Condorcanqui.",3,victorzamora,2020-04-24 23:30:47,63.0,"['Ellas', ',', 'nativas', 'de', 'la', 'comunidad', 'nativa', 'awajún', 'de', 'Yutupis', ',', 'en', 'la', 'región', 'Amazonas', ',', 'nacieron', 'en', 'el', 'Hospital', 'Condorcanqui', '.']",22,0.0315422900021076,0.0179253499954938,0.9505323767662048,NEU
3173,3173,3173,1.2539042631908434e+18,"Ellas, nativas de la comunidad nativa awajún de Yutupis, en la región Amazonas, nacieron en el Hospital Condorcanqui. Ante la necesidad de una intervención compleja, el @SamuPeruMinsa se puso a su disposición y coordinó con el @sis_peru su traslado a Lima.  https://t.co/ZW9l1pMEC5","Ante la necesidad de una intervención compleja, el@SamuPeruMinsa se puso a su disposición y coordinó con el@sis_peru su traslado a Lima.",3,victorzamora,2020-04-24 23:30:47,63.0,"['Ante', 'la', 'necesidad', 'de', 'una', 'intervención', 'compleja', ',', 'el', '@', 'SamuPeruMinsa', 'se', 'puso', 'a', 'su', 'disposición', 'y', 'coordinó', 'con', 'el', '@', 'sis_peru', 'su', 'traslado', 'a', 'Lima', '.']",27,0.0315422900021076,0.0179253499954938,0.9505323767662048,NEU
3184,3184,3184,1.25173537520828e+18,"Hoy me sentí un privilegiado de presenciar, en vivo, el momento exacto en que se pronunciaron estas palabras ...","Hoy me sentí un privilegiado de presenciar, en vivo, el momento exacto en que se pronunciaron estas palabras ...",1,victorzamora,2020-04-18 23:52:24,4209.0,"['Hoy', 'me', 'sentí', 'un', 'privilegiado', 'de', 'presenciar', ',', 'en', 'vivo', ',', 'el', 'momento', 'exacto', 'en', 'que', 'se', 'pronunciaron', 'estas', 'palabras', '...']",21,0.9862380027770996,0.0022694983053952,0.0114924097433686,POS
3185,3185,3185,1.251289755263828e+18,"¡Seguimos sumando aliados! Hoy me reuní con la Red de Voluntarios en Innovaciones Tecnológicas en Salud, con el objetivo de establecer las pautas que nos permitan la fabricación de productos médicos para enfrentar la emergencia en nuestro país. #PerúEstáEnNuestrasManos  https://t.co/M3io2RGVvi",¡Seguimos sumando aliados!,2,victorzamora,2020-04-17 18:21:40,1433.0,"['¡Seguimos', 'sumando', 'aliados', '!']",4,0.7133378982543945,0.0049997484311461,0.2816624343395233,POS
3191,3191,3191,1.2505251129877914e+18,"Al final de las largas jornadas, nos regocijamos con historias de valor, coraje, entrega y de amor; sin embargo, la historia del Sr Valerio es más que emblemática y reafirma nuestro compromiso y vocación. A nuestros equipos de salud, ¡gracias! #HeroesDeLaSalud","Al final de las largas jornadas, nos regocijamos con historias de valor, coraje, entrega y de amor; sin embargo, la historia del Sr Valerio es más que emblemática y reafirma nuestro compromiso y vocación.",2,victorzamora,2020-04-15 15:43:15,1598.0,"['Al', 'final', 'de', 'las', 'largas', 'jornadas', ',', 'nos', 'regocijamos', 'con', 'historias', 'de', 'valor', ',', 'coraje', ',', 'entrega', 'y', 'de', 'amor', ';', 'sin', 'embargo', ',', 'la', 'historia', 'del', 'Sr', 'Valerio', 'es', 'más', 'que', 'emblemática', 'y', 'reafirma', 'nuestro', 'compromiso', 'y', 'vocación', '.']",40,0.9489405751228333,0.0030512530356645,0.0480081811547279,POS
3192,3192,3192,1.2505251129877914e+18,"Al final de las largas jornadas, nos regocijamos con historias de valor, coraje, entrega y de amor; sin embargo, la historia del Sr Valerio es más que emblemática y reafirma nuestro compromiso y vocación. A nuestros equipos de salud, ¡gracias! #HeroesDeLaSalud","A nuestros equipos de salud, ¡gracias!#HeroesDeLaSalud",2,victorzamora,2020-04-15 15:43:15,1598.0,"['A', 'nuestros', 'equipos', 'de', 'salud', ',', '¡gracias', '!', '#', 'HeroesDeLaSalud']",10,0.9489405751228333,0.0030512530356645,0.0480081811547279,POS
3193,3193,3193,1.2502571332638843e+18,"Finalmente les digo a los ciudadanos que estamos dando todo y que lo hacemos con honestidad, transparencia y profesionalismo. Confíen en el liderazgo de nuestro equipo: #ElPerúPrimero.  https://t.co/6aKdrh4zZI","Finalmente les digo a los ciudadanos que estamos dando todo y que lo hacemos con honestidad, transparencia y profesionalismo.",3,victorzamora,2020-04-14 21:58:23,196.0,"['Finalmente', 'les', 'digo', 'a', 'los', 'ciudadanos', 'que', 'estamos', 'dando', 'todo', 'y', 'que', 'lo', 'hacemos', 'con', 'honestidad', ',', 'transparencia', 'y', 'profesionalismo', '.']",21,0.8072103261947632,0.0037539550103247,0.1890357583761215,POS
3194,3194,3194,1.2502571332638843e+18,"Finalmente les digo a los ciudadanos que estamos dando todo y que lo hacemos con honestidad, transparencia y profesionalismo. Confíen en el liderazgo de nuestro equipo: #ElPerúPrimero.  https://t.co/6aKdrh4zZI",Confíen en el liderazgo de nuestro equipo:#ElPerúPrimero.,3,victorzamora,2020-04-14 21:58:23,196.0,"['Confíen', 'en', 'el', 'liderazgo', 'de', 'nuestro', 'equipo', ':', '#', 'ElPerúPrimero', '.']",11,0.8072103261947632,0.0037539550103247,0.1890357583761215,POS
3199,3199,3199,1.249848367380824e+18,"El objetivo en salud es uno: poner al servicio de los ciudadanos todos los recursos disponibles. Con ese fin, trabajamos con @EsSaludPeru, unificando esfuerzos, optimizando recursos y reforzando nuestros protocolos de acción y vigilancia . ¡Somos un solo equipo! 🇵🇪  https://t.co/sG62YqkU6V",El objetivo en salud es uno: poner al servicio de los ciudadanos todos los recursos disponibles.,4,victorzamora,2020-04-13 18:54:06,791.0,"['El', 'objetivo', 'en', 'salud', 'es', 'uno', ':', 'poner', 'al', 'servicio', 'de', 'los', 'ciudadanos', 'todos', 'los', 'recursos', 'disponibles', '.']",18,0.6222187876701355,0.0103035438805818,0.3674777150154114,POS
3200,3200,3200,1.249848367380824e+18,"El objetivo en salud es uno: poner al servicio de los ciudadanos todos los recursos disponibles. Con ese fin, trabajamos con @EsSaludPeru, unificando esfuerzos, optimizando recursos y reforzando nuestros protocolos de acción y vigilancia . ¡Somos un solo equipo! 🇵🇪  https://t.co/sG62YqkU6V","Con ese fin, trabajamos con@EsSaludPeru, unificando esfuerzos, optimizando recursos y reforzando nuestros protocolos de acción y vigilancia .",4,victorzamora,2020-04-13 18:54:06,791.0,"['Con', 'ese', 'fin', ',', 'trabajamos', 'con', '@', 'EsSaludPeru', ',', 'unificando', 'esfuerzos', ',', 'optimizando', 'recursos', 'y', 'reforzando', 'nuestros', 'protocolos', 'de', 'acción', 'y', 'vigilancia', '.']",23,0.6222187876701355,0.0103035438805818,0.3674777150154114,POS
3201,3201,3201,1.249848367380824e+18,"El objetivo en salud es uno: poner al servicio de los ciudadanos todos los recursos disponibles. Con ese fin, trabajamos con @EsSaludPeru, unificando esfuerzos, optimizando recursos y reforzando nuestros protocolos de acción y vigilancia . ¡Somos un solo equipo! 🇵🇪  https://t.co/sG62YqkU6V",¡Somos un solo equipo!,4,victorzamora,2020-04-13 18:54:06,791.0,"['¡Somos', 'un', 'solo', 'equipo', '!']",5,0.6222187876701355,0.0103035438805818,0.3674777150154114,POS
3202,3202,3202,1.2493363441548657e+18,"Un gobierno que escucha, que convoca y que se preocupa por sus recursos humanos en salud, el más importante de todos.","Un gobierno que escucha, que convoca y que se preocupa por sus recursos humanos en salud, el más importante de todos.",1,victorzamora,2020-04-12 08:59:30,1099.0,"['Un', 'gobierno', 'que', 'escucha', ',', 'que', 'convoca', 'y', 'que', 'se', 'preocupa', 'por', 'sus', 'recursos', 'humanos', 'en', 'salud', ',', 'el', 'más', 'importante', 'de', 'todos', '.']",24,0.8565622568130493,0.0078501207754015,0.1355876475572586,POS
3203,3203,3203,1.2493363407155364e+18,"✅ Habilitar el financiamiento para el TRANSPORTE del personal hacia y desde sus centros de trabajo, medida que reduce las dificultades y el estrés del equipo de salud.","✅ Habilitar el financiamiento para el TRANSPORTE del personal hacia y desde sus centros de trabajo, medida que reduce las dificultades y el estrés del equipo de salud.",1,victorzamora,2020-04-12 08:59:29,1076.0,"['✅', 'Habilitar', 'el', 'financiamiento', 'para', 'el', 'TRANSPORTE', 'del', 'personal', 'hacia', 'y', 'desde', 'sus', 'centros', 'de', 'trabajo', ',', 'medida', 'que', 'reduce', 'las', 'dificultades', 'y', 'el', 'estrés', 'del', 'equipo', 'de', 'salud', '.']",30,0.0440464578568935,0.0162218529731035,0.9397317171096802,NEU
3204,3204,3204,1.249336338941383e+18,"✅ Creación del SERVICIO COVID ESPECIAL–SERVICER en el cual se autoriza incorporar a los profesionales de la salud sin SERUMS. Al término del servicio, se otorga una constancia por el tiempo efectivo que se contabiliza como parte del SERUMS.",✅ Creación del SERVICIO COVID ESPECIAL–SERVICER en el cual se autoriza incorporar a los profesionales de la salud sin SERUMS.,2,victorzamora,2020-04-12 08:59:29,1233.0,"['✅', 'Creación', 'del', 'SERVICIO', 'COVID', 'ESPECIAL–SERVICER', 'en', 'el', 'cual', 'se', 'autoriza', 'incorporar', 'a', 'los', 'profesionales', 'de', 'la', 'salud', 'sin', 'SERUMS', '.']",21,0.0258165784180164,0.0150245437398552,0.9591588973999025,NEU
3205,3205,3205,1.249336338941383e+18,"✅ Creación del SERVICIO COVID ESPECIAL–SERVICER en el cual se autoriza incorporar a los profesionales de la salud sin SERUMS. Al término del servicio, se otorga una constancia por el tiempo efectivo que se contabiliza como parte del SERUMS.","Al término del servicio, se otorga una constancia por el tiempo efectivo que se contabiliza como parte del SERUMS.",2,victorzamora,2020-04-12 08:59:29,1233.0,"['Al', 'término', 'del', 'servicio', ',', 'se', 'otorga', 'una', 'constancia', 'por', 'el', 'tiempo', 'efectivo', 'que', 'se', 'contabiliza', 'como', 'parte', 'del', 'SERUMS', '.']",21,0.0258165784180164,0.0150245437398552,0.9591588973999025,NEU
3212,3212,3212,1.2488223502939955e+18,"En ese marco, la participación de los gobiernos locales es clave para fortalecer la vigilancia epidemiológica. Su apoyo en la identificación de territorios con contagio permitirá ajustar la estrategia de aislamiento social, así como la de promover la asistencia social. (2/3)","En ese marco, la participación de los gobiernos locales es clave para fortalecer la vigilancia epidemiológica.",3,victorzamora,2020-04-10 22:57:04,507.0,"['En', 'ese', 'marco', ',', 'la', 'participación', 'de', 'los', 'gobiernos', 'locales', 'es', 'clave', 'para', 'fortalecer', 'la', 'vigilancia', 'epidemiológica', '.']",18,0.0736807584762573,0.009937041439116,0.9163822531700134,NEU
3213,3213,3213,1.2488223502939955e+18,"En ese marco, la participación de los gobiernos locales es clave para fortalecer la vigilancia epidemiológica. Su apoyo en la identificación de territorios con contagio permitirá ajustar la estrategia de aislamiento social, así como la de promover la asistencia social. (2/3)","Su apoyo en la identificación de territorios con contagio permitirá ajustar la estrategia de aislamiento social, así como la de promover la asistencia social.",3,victorzamora,2020-04-10 22:57:04,507.0,"['Su', 'apoyo', 'en', 'la', 'identificación', 'de', 'territorios', 'con', 'contagio', 'permitirá', 'ajustar', 'la', 'estrategia', 'de', 'aislamiento', 'social', ',', 'así', 'como', 'la', 'de', 'promover', 'la', 'asistencia', 'social', '.']",26,0.0736807584762573,0.009937041439116,0.9163822531700134,NEU
3214,3214,3214,1.248822348117049e+18,"La estrategia contra el #COVID19 nos muestra la importancia de analizar y reforzar el proceso de descentralización en salud, buscando generar mayores capacidades en la gestión y en la aplicación de las estrategias nacionales y locales. (1/3)","La estrategia contra el#COVID19 nos muestra la importancia de analizar y reforzar el proceso de descentralización en salud, buscando generar mayores capacidades en la gestión y en la aplicación de las estrategias nacionales y locales.",2,victorzamora,2020-04-10 22:57:04,1424.0,"['La', 'estrategia', 'contra', 'el', '#', 'COVID19', 'nos', 'muestra', 'la', 'importancia', 'de', 'analizar', 'y', 'reforzar', 'el', 'proceso', 'de', 'descentralización', 'en', 'salud', ',', 'buscando', 'generar', 'mayores', 'capacidades', 'en', 'la', 'gestión', 'y', 'en', 'la', 'aplicación', 'de', 'las', 'estrategias', 'nacionales', 'y', 'locales', '.']",39,0.0616202279925346,0.030823640525341,0.9075560569763184,NEU
3215,3215,3215,1.2482243480764662e+18,"Lamento profundamente la pérdida de un miembro de nuestro equipo de salud. Este evento no hace sino generar un mayor compromiso con el cuidado de nuestros cuidador@s; de su seguridad, bienestar y condiciones laborales.",Lamento profundamente la pérdida de un miembro de nuestro equipo de salud.,2,victorzamora,2020-04-09 07:20:50,1829.0,"['Lamento', 'profundamente', 'la', 'pérdida', 'de', 'un', 'miembro', 'de', 'nuestro', 'equipo', 'de', 'salud', '.']",13,0.0011280509643256,0.9843085408210754,0.0145633481442928,NEG
3216,3216,3216,1.2482243480764662e+18,"Lamento profundamente la pérdida de un miembro de nuestro equipo de salud. Este evento no hace sino generar un mayor compromiso con el cuidado de nuestros cuidador@s; de su seguridad, bienestar y condiciones laborales.","Este evento no hace sino generar un mayor compromiso con el cuidado de nuestros cuidador@s; de su seguridad, bienestar y condiciones laborales.",2,victorzamora,2020-04-09 07:20:50,1829.0,"['Este', 'evento', 'no', 'hace', 'sino', 'generar', 'un', 'mayor', 'compromiso', 'con', 'el', 'cuidado', 'de', 'nuestros', 'cuidador', '@', 's', ';', 'de', 'su', 'seguridad', ',', 'bienestar', 'y', 'condiciones', 'laborales', '.']",27,0.0011280509643256,0.9843085408210754,0.0145633481442928,NEG
3217,3217,3217,1.2476420296659845e+18,"En el frente, están primeros. Su espada, el conocimiento. Blanco y rojo sentimiento, de la salud, sus guerreros. Hoy en el #DíaMundialDeLaSalud, mi reconocimiento y respaldo a ustedes, nuestros #HéroesDeLaSalud.  https://t.co/6HjCAcw2on","En el frente, están primeros.",5,victorzamora,2020-04-07 16:46:54,1035.0,"['En', 'el', 'frente', ',', 'están', 'primeros', '.']",7,0.7729290723800659,0.0071064257062971,0.2199645042419433,POS
3218,3218,3218,1.2476420296659845e+18,"En el frente, están primeros. Su espada, el conocimiento. Blanco y rojo sentimiento, de la salud, sus guerreros. Hoy en el #DíaMundialDeLaSalud, mi reconocimiento y respaldo a ustedes, nuestros #HéroesDeLaSalud.  https://t.co/6HjCAcw2on","Su espada, el conocimiento.",5,victorzamora,2020-04-07 16:46:54,1035.0,"['Su', 'espada', ',', 'el', 'conocimiento', '.']",6,0.7729290723800659,0.0071064257062971,0.2199645042419433,POS
3219,3219,3219,1.2476420296659845e+18,"En el frente, están primeros. Su espada, el conocimiento. Blanco y rojo sentimiento, de la salud, sus guerreros. Hoy en el #DíaMundialDeLaSalud, mi reconocimiento y respaldo a ustedes, nuestros #HéroesDeLaSalud.  https://t.co/6HjCAcw2on","Blanco y rojo sentimiento, de la salud, sus guerreros.",5,victorzamora,2020-04-07 16:46:54,1035.0,"['Blanco', 'y', 'rojo', 'sentimiento', ',', 'de', 'la', 'salud', ',', 'sus', 'guerreros', '.']",12,0.7729290723800659,0.0071064257062971,0.2199645042419433,POS
3220,3220,3220,1.2476022952625807e+18,"Hoy, en conferencia de prensa, cité erróneamente que la cifra de casos positivos con #COVID19 en Piura ascendían a 12. Rectifico que la cifra al día de hoy en dicha región, asciende a 35 casos positivos, que corresponde al 1.2% del total de casos a nivel nacional.","Hoy, en conferencia de prensa, cité erróneamente que la cifra de casos positivos con#COVID19 en Piura ascendían a 12.",2,victorzamora,2020-04-07 14:09:01,2348.0,"['Hoy', ',', 'en', 'conferencia', 'de', 'prensa', ',', 'cité', 'erróneamente', 'que', 'la', 'cifra', 'de', 'casos', 'positivos', 'con', '#', 'COVID19', 'en', 'Piura', 'ascendían', 'a', '12', '.']",24,0.003756110323593,0.0885388851165771,0.9077050685882568,NEU
3221,3221,3221,1.2476022952625807e+18,"Hoy, en conferencia de prensa, cité erróneamente que la cifra de casos positivos con #COVID19 en Piura ascendían a 12. Rectifico que la cifra al día de hoy en dicha región, asciende a 35 casos positivos, que corresponde al 1.2% del total de casos a nivel nacional.","Rectifico que la cifra al día de hoy en dicha región, asciende a 35 casos positivos, que corresponde al 1.2% del total de casos a nivel nacional.",2,victorzamora,2020-04-07 14:09:01,2348.0,"['Rectifico', 'que', 'la', 'cifra', 'al', 'día', 'de', 'hoy', 'en', 'dicha', 'región', ',', 'asciende', 'a', '35', 'casos', 'positivos', ',', 'que', 'corresponde', 'al', '1.2', '%', 'del', 'total', 'de', 'casos', 'a', 'nivel', 'nacional', '.']",31,0.003756110323593,0.0885388851165771,0.9077050685882568,NEU
3223,3223,3223,1.2473568432670638e+18,"¡Hay talento! Hoy, recibí a estudiantes universitarios que me presentaron un prototipo de careta protectora hecha en una impresora 3D. Que orgullo y emoción. Si todos estamos comprometidos y aportamos con ideas, lograremos juntos el objetivo de derrotar al #COVID19. #ArribaPerú  https://t.co/GLUTBB7dYy",Que orgullo y emoción.,4,victorzamora,2020-04-06 21:53:40,4773.0,"['Que', 'orgullo', 'y', 'emoción', '.']",5,0.9940510392189026,0.0011338244657963,0.0048151593655347,POS
3227,3227,3227,1.2468929253651702e+18,"Hoy recibí la visita de la ministra @ToniAlvaL y junto a nuestros equipos técnicos, analizamos la situación del #COVID19 y su relación con las acciones para la reactivación de la economía en el Perú. Seguimos trabajando juntos, #ElPerúPrimero.  https://t.co/j7PVr6Wswj","Hoy recibí la visita de la ministra@ToniAlvaL y junto a nuestros equipos técnicos, analizamos la situación del#COVID19 y su relación con las acciones para la reactivación de la economía en el Perú.",3,victorzamora,2020-04-05 15:10:14,1494.0,"['Hoy', 'recibí', 'la', 'visita', 'de', 'la', 'ministra', '@', 'ToniAlvaL', 'y', 'junto', 'a', 'nuestros', 'equipos', 'técnicos', ',', 'analizamos', 'la', 'situación', 'del', '#', 'COVID19', 'y', 'su', 'relación', 'con', 'las', 'acciones', 'para', 'la', 'reactivación', 'de', 'la', 'economía', 'en', 'el', 'Perú', '.']",38,0.5641689896583557,0.0111237280070781,0.424707293510437,POS
3228,3228,3228,1.2468929253651702e+18,"Hoy recibí la visita de la ministra @ToniAlvaL y junto a nuestros equipos técnicos, analizamos la situación del #COVID19 y su relación con las acciones para la reactivación de la economía en el Perú. Seguimos trabajando juntos, #ElPerúPrimero.  https://t.co/j7PVr6Wswj","Seguimos trabajando juntos,#ElPerúPrimero.",3,victorzamora,2020-04-05 15:10:14,1494.0,"['Seguimos', 'trabajando', 'juntos', ',', '#', 'ElPerúPrimero', '.']",7,0.5641689896583557,0.0111237280070781,0.424707293510437,POS
3229,3229,3229,1.2464494901287483e+18,"Ante un posible brote de contagiados por #COVID19, en el establecimiento penitenciario Sarita Colonia, activamos ayer de forma inmediata el protocolo de pruebas rápidas. Nuestros equipos se mantienen en un estado permanente de vigilancia y acción en todo el país.  https://t.co/p8VqyN9JHr",Nuestros equipos se mantienen en un estado permanente de vigilancia y acción en todo el país.,3,victorzamora,2020-04-04 09:48:11,809.0,"['Nuestros', 'equipos', 'se', 'mantienen', 'en', 'un', 'estado', 'permanente', 'de', 'vigilancia', 'y', 'acción', 'en', 'todo', 'el', 'país', '.']",17,0.0674568936228752,0.0262150298804044,0.906328022480011,NEU
3235,3235,3235,1.2455046002303017e+18,"Con tu donación de sangre puedes salvar a una madre, un padre o un niño que se encuentra atravesando una situación crítica. Agradezco a cada persona que con su solidaridad, salva una vida y se convierte en un #HéroeDeLaSalud. ¡Contamos con tu apoyo! #AmaDonaVive  https://t.co/YnSrshJKVL","Con tu donación de sangre puedes salvar a una madre, un padre o un niño que se encuentra atravesando una situación crítica.",3,victorzamora,2020-04-01 19:13:31,800.0,"['Con', 'tu', 'donación', 'de', 'sangre', 'puedes', 'salvar', 'a', 'una', 'madre', ',', 'un', 'padre', 'o', 'un', 'niño', 'que', 'se', 'encuentra', 'atravesando', 'una', 'situación', 'crítica', '.']",24,0.9417328834533693,0.0059775924310088,0.0522896088659763,POS
3236,3236,3236,1.2455046002303017e+18,"Con tu donación de sangre puedes salvar a una madre, un padre o un niño que se encuentra atravesando una situación crítica. Agradezco a cada persona que con su solidaridad, salva una vida y se convierte en un #HéroeDeLaSalud. ¡Contamos con tu apoyo! #AmaDonaVive  https://t.co/YnSrshJKVL","Agradezco a cada persona que con su solidaridad, salva una vida y se convierte en un#HéroeDeLaSalud.",3,victorzamora,2020-04-01 19:13:31,800.0,"['Agradezco', 'a', 'cada', 'persona', 'que', 'con', 'su', 'solidaridad', ',', 'salva', 'una', 'vida', 'y', 'se', 'convierte', 'en', 'un', '#', 'HéroeDeLaSalud', '.']",20,0.9417328834533693,0.0059775924310088,0.0522896088659763,POS
